2/4/14,Bass Drum of Death,Union Pool,spotify:track:5lg0mroI3mxL4VYLTOnXiU
3/14/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/15/14,Houndmouth,Music Hall of Williamsburg <- Catching on...,spotify:track:5WJqECOEDt5F759vvexse5
3/15/14,Com Truise,Bowery Ballroom,spotify:track:27FhbJ6h3UdZL4r4Yffzqi
3/15/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/15/14,The Damnwells,Rough Trade NYC (Williamsburg),spotify:track:1dLONT3CcCByIQIMcDhS5S
3/15/14,Jack Name,Death By Audio,spotify:track:2cpSU52uvYbW0fsAPr3Hj6
3/16/14,Hawkwind,Gramercy Theater,spotify:track:1Ecj44aLEpLZ6DhgFwec1T
3/17/14,Russian Red,Mercury Lounge (Late) ← “Known by many as the Spanish Feist…”,spotify:track:6bxlOrQv6kcxy51KUPXN88
3/18/14,A Winged Victory for the Sullen,Joe’s Pub,spotify:track:6OLtp4dMxOIc34hTHVSLNc
3/18/14,Splashh,Glasslands,spotify:track:6S7KqFZ6Zbsn7QcDwZ22WF
3/18/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/18/14,Rosanne Cash,Town Hall,spotify:track:3YICGeJt7gWpbs9kAuRwT5
3/18/14,The Strypes,Bowery Ballroom,spotify:track:3tzqQ1PSBegC7vhmrAsvy2
3/19/14,Mark Mulcahy,In The Penthouse (2014 American Songbook Series),spotify:track:7sxnrh0zAnNp76MQKNxTk6
3/19/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/19/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/20/14,Band of Skulls,Warsaw,spotify:track:2emjgVnrbTxBpdP6Ww0aJo
3/20/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/20/14,Allen Stone,Music Hall of Williamsburg,spotify:track:7uJYgdaNAwztJ1dCybVpAV
3/21/14,Bettye LaVette,Zankel Hall (Carnegie),spotify:track:2Nny4ypBL3w0tRCDSVE3U2
3/21/14,Cut Copy,Terminal 5 <- New album ‘Free Your Mind’ <- Sure to be some young folks but plenty of dancing...Second Show!,spotify:track:3aTQ5LXX11K5TBYk8w2En9
3/21/14,Billy Joel,MSG,spotify:track:3FCto7hnn1shUyZL42YgfO
3/21/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/21/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/21/14,Ex Hex,Mercury Lounge,spotify:track:3kCvC2gyNA8Q7EpUICm4MA
3/21/14,Boombox,Bowery Ballroom,spotify:track:1Q4WBQxuanGSx0LRzdkYnl
3/21/14,Anamanaguchi,"165 Banker St, Brooklyn ← Brooklyn Night Bazaar",spotify:track:1EsdqTsiQPaUJ82iy7KfS1
3/22/14,The Sound Of Animals Fighting,Best Buy Theater,spotify:track:7jkgKTq8fynLfdhNvo4yVn
3/22/14,Cut Copy,Terminal 5 <- New album ‘Free Your Mind’ <- Sure to be some young folks but plenty of dancing...,spotify:track:3aTQ5LXX11K5TBYk8w2En9
3/22/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/22/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/22/14,Wesley Stace,City Winery ← Cabinet of Wonders,spotify:track:5DTTPbZMy1QR254VjVIUTS
3/22/14,Freddie Gibbs / Madlib,Gramercy Theater <- Check out Freddie Gibbs & Madlib,spotify:track:5TyKr022WpG1gTQgVPu27H
3/22/14,Elysian Fields,Rough Trade NYC,spotify:track:17jB9l5pzarLPbvYTTBWvF
3/23/14,Ennio Morricone,Barclays Center <- will be performing with a 200 member orchestra and choir,spotify:track:2TLDNAcrhUq92uYP1SLybC
3/23/14,Tinariwen,Brooklyn Bowl,spotify:track:0Etl0p4Z6doS0xFxqdhrOn
3/23/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/23/14,La Femme,Glasslands Gallery <- Should be good,spotify:track:2vBRXVkJyEuMNZ3sZly1lp
3/23/14,Rough Francis,Grand Victory,spotify:track:4hGxZhRScH5ndsYq6FLzT3
3/24/14,Sam Smith,Webster Hall <- 2014 Brit’s Critics Choice winner...,spotify:track:6vgdsUtEcdRJtXbr1w9RT1
3/24/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/24/14,Los Lonely Boys,City Winery,spotify:track:2mQ1RBK7s87mdPCzh97RSH
3/24/14,Solids,Glasslands Gallery,spotify:track:4sqIBV3ukQDqRr8Me2nvQb
3/24/14,RAC,Rough Trade NYC,spotify:track:4MEUWuPQ11B1Iu6rNYgh9G
3/25/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/25/14,Los Lonely Boys,City Winery,spotify:track:2mQ1RBK7s87mdPCzh97RSH
3/25/14,Solids,Mercury Lounge,spotify:track:4sqIBV3ukQDqRr8Me2nvQb
3/25/14,The Colourist,Rough Trade NYC (Williamsburg),spotify:track:6K9yWFfS1Kw6EIVXmjxWfx
3/25/14,The Allman Brothers Band,Beacon Theater ← 45th Anniversary Show,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/25/14,RAC,Webster Hall,spotify:track:4MEUWuPQ11B1Iu6rNYgh9G
3/25/14,Classixx,Music Hall of Williamsburg ← They drive a Ford,spotify:track:0qXafI0qQrhfvc9GvpMkWz
3/25/14,Robert Randolph & Family Band,Brooklyn Bowl,spotify:track:4a8mshDjwAIwNcgDvCtMMa
3/26/14,In The Valley Below,Rough Trade NYC (Williamsburg),spotify:track:2mXzq5ZvsxtsUZPkiNMPqB
3/26/14,In The Valley Below,Mercury Lounge,spotify:track:2mXzq5ZvsxtsUZPkiNMPqB
3/26/14,Los Lonely Boys,City Winery,spotify:track:2mQ1RBK7s87mdPCzh97RSH
3/26/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/26/14,St. Paul & The Broken Bones,Mercury Lounge ← Want to check these guys out...opening for Drive-By Truckers down in Athens...,spotify:track:0Of5so0SmxQprfv96NkXhb
3/26/14,The Colourist,Mercury Lounge (Early),spotify:track:6K9yWFfS1Kw6EIVXmjxWfx
3/26/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/27/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/27/14,The Infamous Stringdusters,Bowery Ballroom,spotify:track:1LR2pHbA2MpfC6CGo0Yaxq
3/28/14,Lady Gaga,Roseland Ballroom,spotify:track:4MJlgdrGLaayCTPtdn0kII
3/28/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/28/14,The Pains of Being Pure at Heart,Rough Trade,spotify:track:46Qa6bYpkllR9MA6UjCmiK
3/28/14,Francis and the Lights,Bowery Ballroom,spotify:track:6GCiravH7WcINt2uHh1gFO
3/28/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/28/14,San Fermin,BRIC House,spotify:track:07e27U0ugWBoFFN7r33WOq
3/29/14,Bonerama,Brooklyn Bowl,spotify:track:0BhO2PgONqltt43AfMIsC3
3/29/14,Mobb Deep,Gramercy Theater,spotify:track:33ZXjLCpiINn8eQIDYEPTD
3/29/14,The xx,Park Avenue Armory’s Wade Thompson Drill Hall <- a total of 25 shows each holding 40 people...full details here,spotify:track:0bXpmJyHHYPk6QBFj25bYF
3/29/14,Childish Gambino,Hammerstein Ballroom,spotify:track:3iIrtgucy1S2IMtozeYARI
3/29/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/29/14,Joseph Arthur,BRIC House,spotify:track:6PQxEIDI2s2sKwf8VMYqZS
3/30/14,Lady Gaga,Roseland Ballroom,spotify:track:4MJlgdrGLaayCTPtdn0kII
3/31/14,Lady Gaga,Roseland Ballroom,spotify:track:4MJlgdrGLaayCTPtdn0kII
3/31/14,Black Sabbath,Barclays Center,spotify:track:3L8WgDYS5TtwbyxOPSAiFf
3/31/14,The Music of Paul Simon,Carnegie Hall,spotify:track:0wSBrjCgubad5Nf3t6jKSM
3/31/14,Joe Louis Walker,BB King’s,spotify:track:2lpO1Bp5EMdosb9AJxNfN5
4/1/14,Kraftwerk,United Palace Theater ← 3-D Concert...will be good,spotify:track:3ptx9icNMLTkIQOilXbbld
4/1/14,Robert Randolph & Family Band,Brooklyn Bowl,spotify:track:4a8mshDjwAIwNcgDvCtMMa
4/2/14,Lady Gaga,Roseland Ballroom,spotify:track:4MJlgdrGLaayCTPtdn0kII
4/2/14,Rocket From the Crypt,Bowery Ballroom,spotify:track:1vvsQUrAahPOvqEFqPR54q
4/2/14,Hurray For The Riff Raff,Knitting Factory,spotify:track:0LDutPcTM5oGqNAU4h6A8t
4/2/14,John Newman,Webster Hall,spotify:track:57PjISfyOyDcvTPipz16nf
4/2/14,The Pack A.D.,Mercury Lounge (Late),spotify:track:7mtzxFIMdCUboz5g2vaAN9
4/2/14,Kraftwerk,United Palace Theater ← 3-D Concert...will be good,spotify:track:3ptx9icNMLTkIQOilXbbld
4/2/14,Keb’ Mo’,BB King’s,spotify:track:3tvyQCSm1QcWURgGvygvke
4/2/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/3/14,Hurray For The Riff Raff,In The Penthouse (2014 American Songbook Series),spotify:track:0LDutPcTM5oGqNAU4h6A8t
4/3/14,Rocket From the Crypt,Bell House,spotify:track:1vvsQUrAahPOvqEFqPR54q
4/3/14,Kevin Drew of Broken Social Scene,"Bowery Ballroom ← Solo album ‘Darlings’ is out on March 18th...lead single, “Good Sex”",spotify:track:4vHEznc8ANLzspegynjqqf
4/3/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/4/14,Yellow Ostrich,Bowery Ballroom,spotify:track:2pSrLIUJ30ZX84igVPT8n2
4/4/14,The Motet,Brooklyn Bowl,spotify:track:5aWkdeYC9kwgJE29GfGoZK
4/4/14,Psychedelic Furs,Wellmont Theater,spotify:track:5rSekme9Kdoj2XZebQVl4C
4/4/14,Mike Gordon,Tarrytown Music Hall  ,spotify:track:4GVDm5jX8lErsltv18TXhM
4/4/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/5/14,Real Estate,"Webster Hall <- new album, ‘Atlas,’ out March 5th...listen to “Talking Backwards”...very excited for this record….",spotify:track:6hBmL5yVbXDHSWX6GbuogP
4/5/14,Dean Wareham,Bowery Ballroom ← Jim James produced his solo album due out March 11th,spotify:track:262VGjWI4AjKGhVre2nvUZ
4/5/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/7/14,Lady Gaga,Roseland Ballroom <- Final show at Roseland...,spotify:track:4MJlgdrGLaayCTPtdn0kII
4/8/14,Robert Randolph & Family Band,Brooklyn Bowl,spotify:track:4a8mshDjwAIwNcgDvCtMMa
4/9/14,London Grammar,Irving Plaza,spotify:track:7LA5YZPyUAxk8ZrmPas1yV
4/9/14,James Vincent McMorrow,Bowery Ballroom,spotify:track:7apw8m9lHQjvuUVfMAm4kZ
4/9/14,Laura Mvula,Music Hall of Williamsburg,spotify:track:5a1oQTpqvYEwziAa878C6M
4/9/14,Phil Lesh & Friends,Capitol Theater  ,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/10/14,Psychedelic Furs,Newton Theater,spotify:track:5rSekme9Kdoj2XZebQVl4C
4/10/14,Milagres,Bowery Ballroom,spotify:track:5kqAwhv1tYph82ywEL0N2v
4/10/14,Trust,Le Poisson Rouge ← New album ‘Joyland’ out March 4th...listen to the single “Rescue Me”,spotify:track:0GO8y8jQk1PkHzS31d699N
4/10/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/10/14,Flight Facilities,Highline Ballroom,spotify:track:0ekII9O2RfHOivSRY9Bn1U
4/11/14,James Vincent McMorrow,Music Hall of Williamsburg,spotify:track:7apw8m9lHQjvuUVfMAm4kZ
4/11/14,Wild Child,Rough Trade NYC (Williamsburg),spotify:track:7MVuuF7Jvof8rYYZ2qxDO1
4/11/14,The Hood Internet,Brooklyn Bowl ← Late Show,spotify:track:21vJL8yj2MAVSfYFYoQLzv
4/11/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/12/14,Psychedelic Furs,Paramount Theater,spotify:track:5rSekme9Kdoj2XZebQVl4C
4/12/14,New Riders of Purple Sage,Bell House,spotify:track:1gfwgzjAxaBApDZWKCie6H
4/12/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/15/14,Rufus Wainwright,Town Hall,spotify:track:6JUALLwHnidbO4eM09ArIh
4/16/14,Holly Golightly & The Brokeoffs,Mercury Lounge (Late),spotify:track:4moxQk7exM3mVxDB1TaAEq
4/16/14,The Mowgli’s,Bowery Ballroom,spotify:track:2eQOMQkStoRUQyq6HGh1iG
4/17/14,Cloud Cult,Music Hall of Williamsburg,spotify:track:06fOl4WZi4XJlP71fWFtwN
4/17/14,I Break Horses,Mercury Lounge ← Via Sweden,spotify:track:4Yu6DuP9vf6fhW94WSmxcz
4/17/14,Loop,Le Poisson Rouge,spotify:track:4H9FGIjS07wouhMIHNNjEb
4/18/14,We Are Scientists,Bowery Ballroom,spotify:track:0iUano4euaiUETVUd1u0cx
4/18/14,Billy Joel,MSG,spotify:track:3FCto7hnn1shUyZL42YgfO
4/18/14,Wesley Stace,City Winery ← Cabinet of Wonders,spotify:track:5DTTPbZMy1QR254VjVIUTS
4/18/14,Tycho,Webster Hall,spotify:track:5MSfgtOBZkbxlcwsI9XNpf
4/18/14,I Break Horses,Rough Trade NYC ← Via Sweden,spotify:track:4Yu6DuP9vf6fhW94WSmxcz
4/18/14,Marco Benevento,Subculture Arts Underground (Early / Late),spotify:track:2ITd0tz6W2BbVZ215ywgJX
4/19/14,Amos Lee,Capitol Theater,spotify:track:69dDr3w8IIcOGKwlW5XntT
4/20/14,Holly Golightly & The Brokeoffs,Rough Trade NYC,spotify:track:4moxQk7exM3mVxDB1TaAEq
4/20/14,James Hunter Six,City Winery,spotify:track:32kIfKgDXt5d2WMtijndmW
4/21/14,Holly Golightly & The Brokeoffs,Mercury Lounge (Late),spotify:track:4moxQk7exM3mVxDB1TaAEq
4/22/14,Fanfarlo,Bowery Ballroom <- new album ‘Let’s Get Extinct’ is out on 2.11,spotify:track:6QU2cUKs4YTZFdGFdCDgrI
4/23/14,Fanfarlo,Rough Trade <- new album ‘Let’s Get Extinct’ is out on 2.11,spotify:track:6QU2cUKs4YTZFdGFdCDgrI
4/23/14,Acid Mothers Temple,Mercury Lounge,spotify:track:3W43xrpHD2YuIBrHs0xSDj
4/24/14,Baths,Bowery Ballroom,spotify:track:6IKNeMqF1V1gmNkiZh1MmZ
4/24/14,Wake Owl,Rough Trade NYC (Williamsburg),spotify:track:5TEjmu3Hmba6uGpeUOb4H3
4/2/414,Midnight Ramble Band,Cutting Room,spotify:track:7zYN7Tt2Kl6FYxfG04YoJ8
4/25/14,Toubab Krewe,Brooklyn Bowl,spotify:track:4NUc9yYTMQQSKZ8sUAngyW
4/26/14,Pet Shop Boys,Terminal 5,spotify:track:7FlwylpJSe3ea6m1IrkizS
4/27/14,Last Waltz Live,Hammerstein Ballroom,spotify:track:6aGzTNFk0AFN2CfDO3xIXW
4/28/14,David Wax Museum,Mercury Lounge (Late),spotify:track:0eUkh5Z4cGkyD2xY3RzJqV
4/29/14,Nickel Creek,Beacon Theater ← Nice to see them back since calling it a day in 2007….new LP on the way...listen to the single “Destination”,spotify:track:1xVBmHH65VMaJP61SmOSUk
4/30/14,Future Islands,Webster Hall,spotify:track:189gb58kHUdS5MdLBcz18f
4/30/14,The Knife,Terminal 5 ← Been too long! Show at Webster Hall over CMJ some years back was amazing….,spotify:track:7l5z73k101hoX8oxfJR9Ha
5/1/14,The Knife,Terminal 5 ← Second night added!,spotify:track:7l5z73k101hoX8oxfJR9Ha
5/1/14,Rodrigo y Gabriela,"Beacon Theater ← New album, 9 Dead Alive, is out April 28th",spotify:track:68kMQwcDaHPMYtFewW9c8f
5/2/14,Brothers Past,Brooklyn Bowl ← Late Show,spotify:track:4CyELNK0N318lgju33XfSR
5/2/14,Rodrigo y Gabriela,"Beacon Theater ← New album, 9 Dead Alive, is out April 28th",spotify:track:68kMQwcDaHPMYtFewW9c8f
5/2/14,Jeremy Jay,Cake Shop,spotify:track:1iIXFwFEbvkCywvvFJPHCn
5/2/14,Suzanne Vega,The Bell House,spotify:track:6wXy0MosS6KGV8yowVradf
5/3/14,Margot & the Nuclear So and Sos,Bowery Ballroom,spotify:track:3EIQofQf9NloNNmvg45MFE
5/3/14,Umphrey’s McGee,The Capitol Theater,spotify:track:1nt3ym5FywtwfmU6y3soO7
5/4/14,Suzanne Vega,City Winery,spotify:track:6wXy0MosS6KGV8yowVradf
5/6/14,Jeremy Jay,Glasslands Gallery,spotify:track:1iIXFwFEbvkCywvvFJPHCn
5/7/14,Katie Herzig,Bowery Ballroom,spotify:track:3ICxCafLo6xcASR4yij84K
5/7/14,Wye Oak,Webster Hall ← Nice to see this Baltimore duo back,spotify:track:7630alXL5HfQAHQhBam5pJ
5/7/14,Shlohmo,Music Hall of Williamsburg,spotify:track:6GZztnaEIbtDSlR6HahENG
5/8/14,The 1975,Terminal 5,spotify:track:44Ljlpy44mHvLJxcYUvTK0
5/9/14,Mogwai,Terminal 5 <- bring your earplugs!,spotify:track:4K6XQKmSiR70aWnhCNfGfU
5/9/14,Billy Joel,MSG,spotify:track:3FCto7hnn1shUyZL42YgfO
5/9/14,Tea Leaf Green,Brooklyn Bowl,spotify:track:70imt9bYrMQbN3E97MpBda
5/9/14,S O H N,Bowery Ballroom,spotify:track:48YmwJvaJEPcTq8HjQkuK7
5/10/14,Haim,Terminal 5 <- fast march to T5….,spotify:track:6golelYKuy85o3u0cxIxFK
5/10/14,Tea Leaf Green,Brooklyn Bowl,spotify:track:70imt9bYrMQbN3E97MpBda
5/10/14,VNV Nation,Bowery Ballroom,spotify:track:3PqG25cnEC8xQdsO0SkzQF
5/10/14,S O H N,Rough Trade NYC,spotify:track:48YmwJvaJEPcTq8HjQkuK7
5/10/14,Tennis,Music Hall of Williamsburg,spotify:track:74fpNVAJrKGQuqHETi4WSt
5/11/14,Haim,Terminal 5 <- fast march to T5….Second Show...Both Sold Out,spotify:track:6golelYKuy85o3u0cxIxFK
5/11/14,VNV Nation,Bowery Ballroom,spotify:track:3PqG25cnEC8xQdsO0SkzQF
5/13/14,Lady Gaga,MSG <- Bob Lefsetz says don’t go! ,spotify:track:4MJlgdrGLaayCTPtdn0kII
5/15/14,Tokyo Police Club,Webster Hall,spotify:track:2aW9GjctURzw8Yt7BC3wJY
5/16/14,Breton,Glasslands,spotify:track:3CnjQvnJ1XARJJu9dozbBP
5/16/14,Chromeo / Oliver,Terminal 5 <- New single “Come Alive” ft. Toro Y Moi,spotify:track:5RmAiyibmIWLBanhgN0L8H
5/16/14,Woods,Bowery Ballroom <- New album ‘With Light and With Love’ out April 15th….,spotify:track:0uZ0orE84drZZzPKxCWSmR
5/16/14,Dark Star Orchestra,Capitol Theater,spotify:track:372HPDnHzBCjwwX18dfM6I
5/17/14,Chromeo / Oliver,Terminal 5 <- New single “Come Alive” ft. Toro Y Moi,spotify:track:5RmAiyibmIWLBanhgN0L8H
5/17/14,Wesley Stace,City Winery ← Cabinet of Wonders,spotify:track:5DTTPbZMy1QR254VjVIUTS
5/17/14,Peelander-Z,Glasslands Gallery,spotify:track:0qO38KC2CGDmNSOAb2rpzj
5/17/14,Dark Star Orchestra,Capitol Theater,spotify:track:372HPDnHzBCjwwX18dfM6I
5/22/14,Reigning Sound,Brooklyn Bowl,spotify:track:2Sb0mvweEJVhLydFMDcPEf
5/23/14,Barry Gibb,Jones Beach,spotify:track:60mGckXEG1EzR4VmjYLfEW
5/28/14,Acid Mothers Temple,Knitting Factory,spotify:track:3W43xrpHD2YuIBrHs0xSDj
5/31/14,John Legend,BAM,spotify:track:3U4isOIWM3VvDubwSI3y7a
6/2/14,Dark Star Orchestra,Brooklyn Bowl,spotify:track:372HPDnHzBCjwwX18dfM6I
6/3/14,Dark Star Orchestra,Brooklyn Bowl,spotify:track:372HPDnHzBCjwwX18dfM6I
6/4/14,Janelle Monae,Prospect Park Bandshell <- Free and sure to be good...,spotify:track:3ehrxAhYms24KLPG8FZe0W
6/5/14,Mountain Jam,Hunter Mountain,spotify:track:6C6kUAE375ynw6nf6Wv2vE
6/6/14,Governors Ball,Randall’s Island <- Hopefully the weather gods cooperate this year,spotify:track:0r9UQpqFJlX8TiKxs3Yo6U
6/6/14,Smokey Robinson,Beacon Theater,spotify:track:3ExqReC2xLcMJvS4OVHKh5
6/6/14,Mountain Jam,Hunter Mountain,spotify:track:6C6kUAE375ynw6nf6Wv2vE
6/7/14,Governors Ball,Randall’s Island <- Hopefully the weather gods cooperate this year,spotify:track:0r9UQpqFJlX8TiKxs3Yo6U
6/7/14,Mountain Jam,Hunter Mountain,spotify:track:6C6kUAE375ynw6nf6Wv2vE
6/8/14,Governors Ball,Randall’s Island <- Hopefully the weather gods cooperate this year,spotify:track:0r9UQpqFJlX8TiKxs3Yo6U
6/8/14,Mountain Jam,Hunter Mountain,spotify:track:6C6kUAE375ynw6nf6Wv2vE
6/10/14,Dave Matthew Band,"PNC Banks Arts Center (Holmdel, NJ)",spotify:track:2WV2BAENg3zgSrJmCO6PoY
6/13/14,Dave Matthew Band,"Susquehanna Bank Center (Camden, NJ)",spotify:track:2WV2BAENg3zgSrJmCO6PoY
6/14/14,Dave Matthew Band,"Susquehanna Bank Center (Camden, NJ)",spotify:track:2WV2BAENg3zgSrJmCO6PoY
6/14/14,Aretha Franklin,Radio City Music Hall  ,spotify:track:7s25THrKz86DM225dOYwnr
6/15/14,Aretha Franklin,Radio City Music Hall  ,spotify:track:7s25THrKz86DM225dOYwnr
6/16/14,Hot Tuna (Electric),Capitol Theater,spotify:track:2MXrBxKczJvDRn0mTZ0x74
6/17/14,Ringo Starr & His All-Starr Band,Beacon Theater,spotify:track:4uDOdEFrKhQ9qfh2C1mW0Y
6/17/14,John Butler Trio,Central Park SummerStage,spotify:track:04y7iJXobJhXuxLhC91LAd
6/18/14,Ringo Starr & His All-Starr Band,Beacon Theater,spotify:track:4uDOdEFrKhQ9qfh2C1mW0Y
6/21/14,Billy Joel,MSG,spotify:track:3FCto7hnn1shUyZL42YgfO
6/25/14,Ginger Baker,BB Kings,spotify:track:7nM9ZnOD6nL04E5dOjjZiw
6/26/14,Ginger Baker,BB Kings,spotify:track:7nM9ZnOD6nL04E5dOjjZiw
6/28/14,The Fab Faux,Capitol Theater,spotify:track:1f7MXXLhxlTphDndGf60FD
7/2/14,Billy Joel,MSG,spotify:track:3FCto7hnn1shUyZL42YgfO
7/12/14,Huey Lewis & The News,Citi Field <- post game in the lot...,spotify:track:2olVm1lHicpveMAo4AUDRB
7/14/14,Bruno Mars / Pharrell,MSG,spotify:track:7uVKvaDWDpss7Ldj9kypLX
7/15/14,Bruno Mars / Pharrell,MSG,spotify:track:7uVKvaDWDpss7Ldj9kypLX
7/16/14,James Taylor,Jones Beach Theater,spotify:track:3LcYYV9ozePfgYYmXv0P3r
7/17/14,James Taylor,PNC Bank Arts Center,spotify:track:3LcYYV9ozePfgYYmXv0P3r
7/22/14,James Taylor,Susquehanna Bank Center,spotify:track:3LcYYV9ozePfgYYmXv0P3r
7/26/14,Nick Cave & The Bad Seeds,Prospect Park Bandshell <- His last album was thoroughly enjoyed...,spotify:track:0dDDB5Y0USPabzqBmajLJr
8/7/14,Billy Joel,MSG,spotify:track:3FCto7hnn1shUyZL42YgfO
8/22/13,Arcade Fire,"Barclays Center <- Fact they are playing nYc this Summer, makes them headlining Govs Ball not likely…",spotify:track:2LWMF10STZqYY9a3YqBiOG
8/23/13,Arcade Fire,"Barclays Center <- Fact they are playing nYc this Summer, makes them headlining Govs Ball not likely…",spotify:track:2LWMF10STZqYY9a3YqBiOG
8/24/13,Arcade Fire,"Barclays Center <- Fact they are playing nYc this Summer, makes them headlining Govs Ball not likely…",spotify:track:2LWMF10STZqYY9a3YqBiOG
9/17/14,Billy Joel,MSG,spotify:track:3FCto7hnn1shUyZL42YgfO
10/10/14,Hugh Masekela,Isaac Stern Auditorium (Carnegie Hall)  ,spotify:track:4ewr2YZx2pXsxDTC4mWFob
11/1/14,Preservation Jazz Hall Band / Allen Toussaint,BB Kings,spotify:track:1mA7mtHhu7nMNn2hBzRBT6
